team1,team2,toss_winner,toss_decision,venue,venue_win_rate,team1_recent_form,team2_recent_form,team1_win
6,0,0,1,28,0.5,0.6,0.6,0
14,10,10,1,29,1.0,0.2,0.6,1
11,4,4,1,48,0.42857142857142855,0.4,0.4,0
13,8,8,1,57,0.6666666666666666,0.2,0.19999999999999996,0
7,2,7,0,4,0.3333333333333333,1.0,0.0,0
10,11,11,1,29,0.3333333333333333,0.2,0.8,0
7,6,6,1,15,0.6666666666666666,0.8,0.6,0
0,8,8,1,57,0.4444444444444444,0.6,0.4,1
14,13,13,1,24,0.5,0.4,0.4,1
6,11,11,1,15,0.46153846153846156,0.6,0.8,0
4,2,2,1,33,0.6,0.6,0.19999999999999996,0
8,10,10,1,29,1.0,0.6,0.4,1
0,7,7,1,4,0.0,0.8,0.19999999999999996,0
14,2,2,1,1,0.75,0.6,0.4,1
6,13,13,1,15,0.46153846153846156,0.4,0.4,1
10,4,10,0,29,0.3333333333333333,0.2,0.4,0
8,11,8,0,48,0.3333333333333333,0.8,1.0,0
0,7,7,1,28,0.4666666666666667,0.6,0.4,0
2,4,4,1,1,0.5,0.8,0.6,1
13,14,13,0,44,1.0,0.0,0.4,1
6,10,10,1,15,0.46153846153846156,0.6,0.4,0
2,8,8,1,1,0.5,0.8,0.19999999999999996,1
7,11,11,1,4,0.3333333333333333,0.6,1.0,0
4,13,13,1,33,0.6,0.4,0.4,0
0,14,14,1,28,0.4666666666666667,0.4,0.4,1
2,6,2,0,15,0.0,0.8,0.8,0
8,7,7,1,4,0.0,0.6,0.6,0
0,10,10,1,28,0.4666666666666667,0.4,0.4,0
14,11,14,0,44,0.4,0.8,1.0,1
6,8,8,1,57,0.16666666666666666,0.4,0.19999999999999996,1
4,13,13,1,24,0.0,0.2,0.4,0
0,10,10,1,19,1.0,0.4,0.6,1
6,7,7,1,4,1.0,0.4,0.6,1
14,8,8,1,57,0.16666666666666666,0.8,0.19999999999999996,0
2,11,11,1,1,0.5,0.6,0.8,1
7,14,7,0,44,0.0,0.4,0.19999999999999996,0
13,10,10,1,19,1.0,0.2,0.4,1
4,0,0,1,33,0.6,0.2,0.8,1
6,8,8,1,15,0.46153846153846156,0.6,0.4,1
11,0,11,0,28,0.5,0.4,0.6,0
13,2,2,1,24,0.5384615384615384,0.4,0.4,1
2,7,7,1,1,0.5,0.8,0.6,1
11,10,11,0,3,0.6,0.4,0.4,0
7,8,8,1,57,0.75,0.2,0.19999999999999996,1
13,0,0,1,24,0.5384615384615384,0.6,0.6,1
10,14,10,0,44,0.0,0.2,0.4,0
14,6,14,0,33,0.0,0.8,0.8,0
13,11,11,1,33,0.5,0.8,0.6,0
14,11,11,1,28,0.3333333333333333,0.6,0.6,1
14,6,14,0,28,0.3333333333333333,0.6,0.8,0
6,13,13,1,15,0.46153846153846156,0.8,0.4,0
14,11,11,1,44,0.4,0.4,0.4,1
8,0,0,1,28,0.375,0.4,0.4,0
7,2,2,1,12,0.0,0.2,0.4,0
10,4,4,1,33,0.5,0.0,0.6,1
11,6,6,1,3,0.6,0.4,1.0,0
14,7,7,1,44,0.4,0.4,0.6,0
13,0,0,1,28,0.75,0.8,0.6,1
4,8,8,1,33,0.6,0.2,0.19999999999999996,1
14,2,14,0,12,0.0,0.4,0.6,0
11,0,0,1,3,0.6,0.2,0.4,1
6,8,8,1,57,0.16666666666666666,0.6,0.19999999999999996,0
7,10,10,1,4,0.3333333333333333,0.2,0.6,0
13,4,4,1,24,0.5384615384615384,0.8,0.4,0
6,14,14,1,15,0.46153846153846156,0.6,0.6,1
7,8,8,1,4,0.3333333333333333,0.2,0.4,1
2,0,2,0,28,1.0,0.8,0.4,1
11,10,10,1,29,1.0,0.2,0.6,1
7,6,6,1,15,0.6666666666666666,0.4,1.0,1
14,4,4,1,44,0.4,0.4,0.6,0
13,8,8,1,57,0.6666666666666666,0.6,0.19999999999999996,1
10,0,10,0,29,0.3333333333333333,0.2,0.19999999999999996,1
4,11,11,1,33,0.6,0.4,0.19999999999999996,1
13,2,2,1,24,0.5384615384615384,0.6,0.6,0
0,6,6,1,28,0.4666666666666667,0.4,0.8,0
4,7,7,1,4,0.5,0.6,0.6,0
10,14,10,0,44,0.0,0.4,0.4,0
11,13,13,1,48,0.42857142857142855,0.4,0.6,0
8,2,2,1,1,0.5,0.4,0.6,1
7,0,0,1,4,0.3333333333333333,0.6,0.19999999999999996,0
10,6,10,0,29,0.3333333333333333,0.4,0.8,1
14,8,8,1,57,0.16666666666666666,0.2,0.19999999999999996,0
13,10,10,1,24,0.5384615384615384,0.4,0.4,0
2,4,4,1,33,0.5,0.8,0.6,0
7,11,7,0,48,1.0,0.4,0.19999999999999996,1
10,13,13,1,29,0.3333333333333333,0.6,0.8,0
0,8,8,1,57,0.4444444444444444,0.4,0.4,0
4,6,6,1,15,1.0,0.6,0.6,1
7,2,2,1,4,0.3333333333333333,0.6,0.6,0
14,8,8,1,44,0.4,0.2,0.6,0
13,11,11,1,24,0.5384615384615384,0.4,0.19999999999999996,1
0,14,14,1,28,0.4666666666666667,0.4,0.6,0
8,7,7,1,57,0.5,0.4,0.6,1
2,13,13,1,1,0.5,0.6,1.0,0
4,11,11,1,48,0.0,0.8,0.0,0
6,2,2,1,1,0.5,0.6,0.8,1
0,10,10,1,28,0.4666666666666667,0.2,0.6,0
8,11,11,1,48,0.3333333333333333,0.4,0.19999999999999996,1
4,14,14,1,33,0.6,0.6,0.8,1
13,0,0,1,24,0.5384615384615384,0.4,0.19999999999999996,1
6,11,6,0,15,0.46153846153846156,0.6,0.19999999999999996,1
10,7,7,1,19,0.5,0.6,0.4,1
8,4,4,1,57,0.5,0.6,0.6,0
6,0,6,0,15,0.46153846153846156,0.6,0.19999999999999996,0
10,11,10,0,48,0.5,0.6,0.19999999999999996,1
2,4,4,1,1,0.5,0.6,0.8,0
7,14,14,1,4,0.3333333333333333,0.6,0.6,0
0,11,11,1,1,0.3333333333333333,0.2,0.19999999999999996,0
8,2,2,1,57,0.5,0.6,0.6,1
7,4,4,1,33,1.0,0.4,1.0,1
14,13,13,1,4,0.5,0.0,1.0,1
0,4,0,0,33,0.5,0.0,0.8,1
14,6,14,0,1,0.75,0.2,0.4,1
8,10,10,1,48,0.3333333333333333,0.8,0.8,0
7,13,13,1,4,0.3333333333333333,0.4,0.8,0
10,13,13,1,29,0.3333333333333333,0.6,0.8,0
8,4,8,0,30,1.0,0.6,0.6,1
8,10,10,1,33,0.0,0.6,0.8,0
13,10,10,1,33,0.5,0.6,0.8,1
10,2,2,1,48,0.5,0.6,0.4,0
14,13,13,1,24,0.5,0.4,0.8,0
6,8,8,1,57,0.16666666666666666,0.6,0.6,0
0,11,11,1,3,0.0,0.2,0.4,0
4,10,10,1,30,0.0,0.6,0.8,0
7,2,2,1,4,0.3333333333333333,0.4,0.4,0
14,6,6,1,15,1.0,0.4,0.19999999999999996,1
0,10,10,1,28,0.4666666666666667,0.2,0.8,0
8,2,2,1,1,0.5,0.4,0.6,0
11,4,11,0,33,0.5,0.4,0.4,1
14,7,7,1,44,0.4,0.6,0.4,0
13,0,0,1,24,0.5384615384615384,0.6,0.4,1
11,8,8,1,3,0.6,0.6,0.8,1
4,2,2,1,1,1.0,0.4,0.6,1
6,7,7,1,15,0.46153846153846156,0.6,0.6,0
13,11,11,1,3,0.0,0.8,0.4,0
14,10,10,1,30,0.0,0.6,0.8,0
0,2,2,1,28,0.4666666666666667,0.2,0.6,1
7,4,4,1,4,0.3333333333333333,0.2,0.19999999999999996,0
13,8,8,1,57,0.6666666666666666,0.8,0.8,1
14,11,11,1,44,0.4,0.4,0.6,1
0,6,6,1,28,0.4666666666666667,0.4,0.19999999999999996,1
7,13,13,1,24,0.5,0.2,0.8,0
8,10,10,1,57,0.5,0.4,0.8,0
